genus,base of range (Ma),top of range (Ma),collections,with abundances,geometric mean abundance
Protoscinis,34,34,1,1,0.0027
Protosciurus,33.9,24.8,6,0,NaN
Protoscutella,47.8,33.9,38,2,0.093
Protoselene,66,56.8,21,3,0.0409
Protosilvestria,28.1,23.03,2,0,NaN
Protosiren,47.8,37.2,22,15,0.8706
Protosmylus,47.8,41.3,1,1,0.0016
Protospermophilus,30.8,24.8,6,1,0.0435
Protosteatoda,47.8,41.3,1,1,0.001
Protostephanus,37.2,33.9,2,1,0.0004
Protostrix,50.3,40.4,3,0,NaN
Protosuillia,47.8,41.3,3,3,0.0056
Protosurcula,66,38,34,29,0.0058
Protothaca,56,33.9,1,0,NaN
Prototherium,41.3,23.03,22,17,0.393
Protothore,41.3,38,1,1,1
Protothrips,47.8,41.3,1,1,0.0084
Prototomus,55.8,33.9,215,60,0.0181
Prototyphis,37.2,33.9,1,0,NaN
Protovermileo,47.8,41.3,1,1,0.0001
Protoxenos,47.8,41.3,1,1,0.5
Protoxiphotractus,66,59.2,28,22,0.0109
Protoxythrips,47.8,41.3,21,21,0.0073
Protrechina,47.8,41.3,1,1,0.25
Protroglophilus,47.8,41.3,5,5,0.0173
Protrogosita,59.2,56,1,1,0.125
Protula,66,33.9,4,1,0.0256
Protungulatum,66,63.3,55,9,0.1048
Protylopus,46.2,37.2,34,6,0.0727
Provanna,28.1,23.03,1,0,NaN
Provaranosaurus,63.3,56.8,3,0,NaN
Proviverra,46.2,40.4,10,0,NaN
Proviverroides,50.3,46.2,2,0,NaN
Proxapertites,56,47.8,83,82,0.0333
Proxestops,66,50.3,12,0,NaN
Proxicarpilius,47.8,41.3,2,2,0.2126
Proxichione,28.4,23.03,2,0,NaN
Proximitra,59.2,23.03,9,6,0.0191
Proxylastodoris,47.8,41.3,4,4,0.0097
Prozonaria,28.1,23.03,2,0,NaN
Prunites,66,56,4,0,NaN
Pruniticarpa,48.6,37.2,1,1,0.0008
Prunobrachium,66,61.6,2,0,NaN
Prunocarpus,66,59.2,11,4,0.0061
Prunum,41.3,28.4,9,4,0.0017
Prunus,66,23.03,30,5,0.0012
Psalis,66,56,1,1,0.0714
Psammacoma,41.3,23.03,6,0,NaN
Psammechinus,59.2,48,3,0,NaN
Psammocarcinus,41.3,38,1,0,NaN
Psammochares,28.4,23.03,1,1,0.0009
Psammocora,41.3,23.03,2,0,NaN
Psammosphaera,66,61.6,2,0,NaN
Psammotoena,47.8,41.3,1,0,NaN
Psammotreta,37.2,23.03,9,0,NaN
Psamosolen,33.9,28.4,1,1,0.0909
Psapharochus,34,34,2,2,0.0014
Psathura,47.8,41.3,1,0,NaN
Psectrocladius,47.8,41.3,1,1,0.0385
Psephenella,28.1,23.03,2,2,0.1857
Psephenus,37.2,33.9,1,1,0.0004
Psephoaster,37.2,23.03,3,0,NaN
Psephophorus,56,23.03,7,0,NaN
Pseudamnicola,66,28.4,8,6,0.0009
Pseudamphimeryx,41.3,33.9,29,16,0.0746
Pseudamphorophora,47.8,41.3,2,2,0.0016
Pseudamussium,41.3,38,2,0,NaN
Pseudanosteira,46.2,40.4,1,0,NaN
Pseudaphidius,33.9,28.1,10,10,0.0222
Pseudaphrodina,66,61.7,1,0,NaN
Pseudaplatopterus,47.8,41.3,1,1,0.0081
Pseudarcella,55.8,28.1,9,7,0.0299
Pseudarchaster,33.9,23.03,1,1,1
Pseudaulicina,61.6,61.6,3,1,0.0345
Pseudectatomma,48.6,40.4,2,2,0.0078
Pseudeucythere,37.2,33.9,1,1,0.0023
Pseudeumeces,28.1,23.03,2,0,NaN
Pseudhyrax,56,28.4,6,0,NaN
Pseudictops,58.7,55.8,5,0,NaN
Pseudidris,47.8,41.3,1,1,0.0011
Pseudisobrachium,33.9,28.1,1,1,0.0008
Pseudoacrometa,47.8,41.3,3,3,0.0155
Pseudoaluca,38,33.9,1,0,NaN
Pseudoaluco,66,33.9,7,0,NaN
Pseudoandonia,61.6,59.2,1,1,0.0004
Pseudobaeus,47.8,41.3,2,2,0.0105
Pseudoberaeodes,47.8,41.3,1,1,0.0003
Pseudocamponotus,37.2,28.4,1,1,1
Pseudocarcharias,55.8,48.6,1,0,NaN
Pseudocephitinea,47.8,41.3,1,1,1
Pseudoceratodes,48.6,37.2,1,1,0.0079
Pseudochasmatonotus,56,47.8,1,1,0.0022
Pseudochrysalidina,66,61.6,1,0,NaN
Pseudochrysopa,51.77,51.77,3,3,0.2404
Pseudocimbex,37.2,33.9,1,1,0.2
Pseudocirsope,33.9,28.1,1,0,NaN
Pseudocistela,33.9,28.4,1,1,0.0133
Pseudoclavulina,56,47.8,1,0,NaN
Pseudococcites,47.8,41.3,1,1,0.0039
Pseudocochlespira,61.6,23.03,13,13,0.0007
Pseudocominella,47.8,41.3,1,0,NaN
Pseudocricetodon,33.9,23.03,24,0,NaN
Pseudocrypturus,55.8,50.3,1,0,NaN
Pseudocuspidaria,48.6,37.2,2,2,0.0218
Pseudocuvillerina,66,56,2,0,NaN
Pseudocylindrodon,46.2,33.3,40,2,0.0114
Pseudocyonopsis,33.9,28.4,1,0,NaN
Pseudodesmometopa,47.8,41.3,1,1,0.0213
Pseudodiplacodon,46.2,40.4,3,0,NaN
Pseudodontaspis,58.7,48.6,4,0,NaN
Pseudodryinus,56,47.8,1,1,0.0022
Pseudodryomys,33.9,28.4,1,0,NaN
Pseudoechinorhinus,66,55.8,3,2,0.0956
Pseudofax,66,38,14,2,0.0235
Pseudofulgur,33.9,28.1,4,1,0.005
Pseudogaleus,47.8,41.3,1,0,NaN
Pseudogarypus,47.8,41.3,6,4,0.0552
Pseudogelocus,33.9,28.4,1,0,NaN
Pseudoginglymostoma,56,47.8,1,0,NaN
Pseudoglaesotropis,47.8,41.3,1,1,0.0064
Pseudoglandulina,56,23.03,3,0,NaN
Pseudoglyptodon,33.9,28.4,1,0,NaN
Pseudograptemys,40.4,33.9,3,0,NaN
Pseudoguembelina,66,61.6,135,69,0.0267
Pseudohastigerina,55.8,33.9,8,0,NaN
Pseudolacerta,41.3,33.9,23,0,NaN
Pseudolarix,55.8,23.03,12,0,NaN
Pseudolasius,47.8,41.3,6,6,0.0021
Pseudolatirus,61.6,56,10,7,0.0284
Pseudolatochara,58.7,55.8,2,0,NaN
Pseudolesteua,47.8,41.3,1,1,0.0159
Pseudolimea,66,61.6,7,6,0.028
Pseudolimnophila,61.7,41.3,15,15,0.0006
Pseudoliomesus,41.3,38,5,0,NaN
Pseudoliotina,66,61.6,1,0,NaN
Pseudoliva,66,23.03,250,122,0.0046
Pseudolivella,66,41.3,4,1,0.0029
Pseudoloris,41.3,28.4,21,10,0.0582
Pseudoltinomys,37.2,28.4,20,1,1
Pseudomalaxis,66,33.9,32,16,0.0009
Pseudomazzalina,56,33.9,1,1,0.0052
Pseudomecorhis,47.8,41.3,1,1,0.0081
Pseudomelania,28.4,23.03,1,0,NaN
Pseudometula,55.8,48.6,2,1,0.005
Pseudomiltha,56,28.4,36,15,0.0104
Pseudominella,37.2,33.9,1,0,NaN
Pseudomyrmex,37.2,33.9,1,1,0.0007
Pseudoneorina,33.9,28.1,1,1,0.0909
Pseudoneptunea,59.2,23.03,13,4,0.0088
Pseudononion,38,37.2,5,0,NaN
Pseudopachygnathus,28.1,23.03,1,1,0.006
Pseudopaleotherium,33.9,28.4,1,0,NaN
Pseudoparamys,55.8,48.6,2,1,1
Pseudoparatalpa,33.9,28.4,1,0,NaN
Pseudoperissolax,59.2,23.03,13,1,0.0058
Pseudoperla,47.8,41.3,14,14,0.0115
Pseudoperrisolax,41.3,38,1,0,NaN
Pseudophasianus,33.9,28.1,1,0,NaN
Pseudophichthys,38,23.03,2,1,0.0005
Pseudophragmina,59.2,41.3,14,0,NaN
Pseudoplicapollis,56,33.9,1,1,0.004
Pseudopodosira,66,56,4,0,NaN
Pseudoportlandia,43,33.9,5,0,NaN
Pseudoprotoceras,40.4,33.9,25,2,0.0403
Pseudopyxilla,66,56,27,2,0.0318
Pseudorhinolophus,33.9,28.4,1,0,NaN
Pseudorhynchocyon,38,33.9,1,0,NaN
Pseudorissoina,47.8,41.3,1,0,NaN
Pseudorthocladius,47.8,41.3,4,4,0.0493
Pseudorthopsis,37.2,28.4,2,0,NaN
Pseudosalix,48.6,37.2,1,0,NaN
Pseudosciara,47.8,41.3,1,1,0.0002
Pseudosciurus,33.9,28.4,2,0,NaN
Pseudosclerocarya,56,47.8,1,0,NaN
Pseudosiobla,56,33.9,3,3,0.0169
Pseudosmittia,47.8,41.3,1,1,0.0263
Pseudosphaerodon,47.8,41.3,6,0,NaN
Pseudosphargis,28.1,23.03,1,0,NaN
Pseudosphegina,47.8,41.3,3,3,0.0009
Pseudostictodiscus,66,56,3,0,NaN
Pseudostylops,48,42,1,1,0.5
Pseudotabanus,47.8,41.3,1,1,0.0006
Pseudotaphrus,61.6,38,2,0,NaN
Pseudotelea,47.8,41.3,1,1,0.0011
Pseudotervia,66,59.2,1,1,0.0035
Pseudotettigonia,56,41.3,4,4,0.2666
Pseudoteutana,47.8,41.3,11,10,0.0066
Pseudotextularia,66,61.6,55,38,0.0245
Pseudotheridomys,26.3,24.8,8,1,0.0104
Pseudothomisus,28.1,23.03,1,1,0.0119
Pseudotoma,56,47.8,1,0,NaN
Pseudotomus,50.3,33.9,35,3,0.0835
Pseudotorinia,33.9,28.1,1,0,NaN
Pseudotrimylus,33.9,24.8,4,2,0.0417
Pseudotsuga,,23.03,8,1,0.0014
Pseudotylostoma,66,61.6,5,2,0.0267
Psidium,56.8,55.8,1,0,NaN
Psilabrevitricolpites,58.7,55.8,2,2,0.0255
Psilabrevitricolporites,58.7,37.2,9,9,0.0048
Psilamonocolpites,58.7,37.2,44,44,0.0262
Psilastephanocolpites,48.6,37.2,2,2,0.0026
Psilastephanocolporites,58.7,37.2,10,10,0.0065
Psilastephanoporites,48.6,37.2,1,1,0.0185
Psilasyncolporites,55.8,37.2,3,3,0.0075
Psilatricolporites,48.6,37.2,1,0,NaN
Psilocalyx,66,53,1,0,NaN
Psilocephala,28.4,23.03,1,0,NaN
Psilochara,47.8,41.3,1,0,NaN
Psilodiporites,48.6,37.2,1,0,NaN
Psilomma,28.4,23.03,1,1,0.0009
Psilopsella,48.6,37.2,1,0,NaN
Psiloptera,47.8,41.3,36,36,0.2246
Psilosecos,66,61.6,1,1,0.0246
Psilota,50.3,46.2,1,1,0.0345
Psittacotherium,63.3,56.8,24,1,0.037
Psocidus,47.8,41.3,13,13,0.0145
Psuedomalaxis,61.6,61.6,7,7,0.0006
Psuedomiltha,47.8,41.3,1,0,NaN
Psycheona,47.8,41.3,2,2,0.0064
Psychites,47.8,41.3,2,2,0.0235
Psychoda,47.8,34,6,6,0.0004
Psychotria,33.9,28.4,1,0,NaN
Psylla,38,33.9,1,1,0.3333
Psylliodes,33.9,28.4,3,3,0.0056
Psyllipsocus,56,47.8,1,1,0.0022
Psyllototus,47.8,41.3,2,2,0.0164
Ptelea,46.2,33.9,3,0,NaN
Ptenidium,47.8,41.3,2,2,0.1179
Ptenolasia,47.8,41.3,2,2,0.0025
Pteralbula,61.6,59.2,4,4,0.0709
Pteria,61.7,23.03,129,86,0.0066
Pteridacidites,48.6,37.2,2,2,0.0174
Pterocarya,61.7,23.03,45,13,0.0317
Pterocaryapollenites,56,33.9,12,12,0.0045
Pterocaryopsis,56,47.8,1,0,NaN
Pterochelus,47.8,23.03,6,1,0.0023
Pterocodon,59.2,47.8,4,0,NaN
Pterodon,47.8,28.1,8,1,0.125
Pterodonta,66,56,1,0,NaN
Pterolucina,47.8,38,3,0,NaN
Pteromalus,34,23.03,17,17,0.0012
Pteromogoplistes,50.3,46.2,28,28,0.1579
Pteromyrtea,66,23.03,74,64,0.0954
Pteronemobius,34,34,1,1,0.0063
Pteronepelys,48.6,37.2,1,1,0.0022
Pteronus,37.2,33.9,2,2,0.0012
Pteroplistes,56,47.8,1,1,0.5
Pteropsella,47.8,38,27,7,0.0037
Pteropurpura,47.8,28.4,3,0,NaN
Pterospermella,28.1,23.03,3,0,NaN
Pterospermites,66,63.3,6,5,0.0403
Pterosphenus,66,33.9,30,15,0.1702
Pterostichus,34,23.03,8,8,0.0043
Pterostoma,48.6,33.9,2,0,NaN
Pterotheca,66,56,106,36,0.0565
Pterothrissus,61.6,23.03,12,2,0.0023
Pterotriamescaptor,50.3,34,2,2,0.0458
Pterygoboa,28.1,23.03,1,0,NaN
Pterygocythereis,66,28.1,7,1,0.0029
Pterymarchia,41.3,38,1,0,NaN
Pterynopsis,33.9,28.1,2,0,NaN
Pterynotus,61.6,23.03,30,2,0.0014
Ptilium,28.4,23.03,1,1,0.0009
Ptilocephala,47.8,41.3,1,1,0.0001
Ptilodactyloides,47.8,41.3,1,1,0.0016
Ptilodus,66,55.8,93,6,0.095
Ptinella,47.8,41.3,2,2,0.0038
Ptinus,47.8,23.03,3,3,0.0397
Ptolemaia,33.9,28.1,1,0,NaN
Ptomaphagus,47.8,41.3,1,1,0.1
Ptomascopus,28.1,23.03,3,3,0.4496
Ptosima,37.2,33.9,1,1,0.0004
Ptychatractus,55.8,33.9,7,1,0.0096
Ptycheulimella,47.8,41.3,2,0,NaN
Ptychodus,66,61.6,1,0,NaN
Ptychogaster,41.3,28.4,2,2,0.0237
Ptychogroehnia,47.8,41.3,1,1,0.0031
Ptychoptera,47.8,33.9,3,3,0.0111
Ptychoptilum,47.8,41.3,2,2,0.0039
Ptychosalpinx,41.3,38,2,0,NaN
Ptycocerithium,41.3,38,1,0,NaN
Ptyelus,33.9,23.03,4,4,0.0048
Ptysmaphora,56,47.8,1,1,0.0625
Pucadelphys,66,61.7,1,0,NaN
Pucanodus,66,61.7,2,0,NaN
Puellina,37.2,28.1,11,0,NaN
Puentemys,61.7,58.7,4,0,NaN
Puercolestes,66,63.3,7,0,NaN
Pugetia,38,33.9,10,10,0.0316
Pugilina,61.6,23.03,7,2,0.0002
Pugiodens,47.8,41.3,2,0,NaN
Puigcercosium,56,47.8,2,2,0.0041
Pullastra,61.6,56,1,0,NaN
Pullenia,66,23.03,15,6,0.0086
Pullinia,37.2,33.9,1,0,NaN
Pulverflumen,55.8,50.3,4,0,NaN
Pulvinisperma,48.6,37.2,1,1,0.0038
Pulvinites,66,55.8,2,1,1
Pumiliopimoa,47.8,41.3,1,1,0.0031
Punapithecus,37.2,33.9,1,0,NaN
Puncturella,61.6,33.9,8,1,0.0083
Puncturiella,66,61.6,2,1,0.0226
Pungiphyllum,48.6,28.1,2,0,NaN
Punica,33.9,23.03,1,0,NaN
Punjabia,58.7,37.2,2,1,0.0006
Pupa,47.8,33.9,2,0,NaN
Pupilla,56.8,55.8,1,0,NaN
Puppigerus,55.8,41.3,5,0,NaN
Purgatorius,66,56.8,5,0,NaN
Puriana,66,23.03,8,0,NaN
Purpura,38,23.03,11,0,NaN
Purpurellus,28.4,23.03,1,0,NaN
Purpurocardia,66,23.03,7,0,NaN
Pusillina,55.8,33.9,4,1,0.0133
Pustulopora,66,59.2,12,12,0.1425
Puto,47.8,41.3,1,1,0.0009
Pycanum,59.2,56,2,2,0.0122
Pycinaster,66,47.8,3,0,NaN
Pycnochelifer,47.8,41.3,5,3,0.0043
Pycnodone,28.1,23.03,1,0,NaN
Pycnodonte,66,23.03,219,83,0.0905
Pycnodus,58.7,41.3,18,0,NaN
Pycnolepas,66,56,3,0,NaN
Pycnoporidium,66,56,4,0,NaN
Pycnoscelus,47.8,41.3,2,2,0.0213
Pycodus,38,33.9,1,0,NaN
Pycondus,56,47.8,1,1,0.7143
Pyemotes,47.8,41.3,1,1,0.0031
Pygidicrana,47.8,41.3,1,1,0.0003
Pygocardia,28.1,23.03,1,0,NaN
Pygomelissa,48.6,40.4,1,1,0.5
Pygopistes,66,61.6,1,0,NaN
Pygopyrina,66,61.6,1,0,NaN
Pygorhynchus,41.3,38,4,0,NaN
Pygostolus,47.8,41.3,1,1,0.0001
Pynodonte,48.6,37.2,3,0,NaN
Pynonodonte,41.3,38,2,0,NaN
Pyracantha,33.9,23.03,5,0,NaN
Pyralites,34,23.03,2,2,0.0108
Pyramidella,66,28.1,101,67,0.0021
Pyramidita,66,56,1,0,NaN
Pyramidula,56.8,50.3,2,0,NaN
Pyramimitra,55.8,33.9,25,17,0.0023
Pyramitoma,48.6,37.2,1,0,NaN
Pyrazisinus,33.9,23.03,3,0,NaN
Pyrazopsis,59.2,56,1,0,NaN
Pyrazus,61.6,23.03,18,4,0.0079
Pyrenacantha,48.6,37.2,1,1,0.0022
Pyrenicocephalus,56,47.8,1,1,1
Pyrenomitra,48.6,37.2,1,1,0.0045
Pyrenoturris,48.6,37.2,2,2,0.0011
Pyrgiscilla,37.2,33.9,1,0,NaN
Pyrgo,59.2,23.03,7,0,NaN
Pyrgodiscus,66,56,9,3,0.052
Pyrgopolon,66,61.6,3,0,NaN
Pyrgulifera,58.7,56,3,2,0.0077
Pyrgulina,41.3,38,1,0,NaN
Pyricythereis,55.8,41.3,7,0,NaN
Pyrina,66,61.6,1,0,NaN
Pyripora,37.2,33.9,1,0,NaN
Pyrisemen,48.6,37.2,1,1,0.0057
Pyrobolospora,66,56,2,0,NaN
Pyrochalcaspis,47.8,41.3,1,1,0.0471
Pyrocyon,55.8,50.3,2,2,0.057
Pyrodon,55.8,48.6,1,0,NaN
Pyromaia,56,47.8,1,1,0.0294
Pyropsis,66,47.8,9,3,0.0055
Pyrrhocoris,28.4,23.03,1,1,0.0009
Pyrulina,59.2,28.1,3,2,0.0104
Pyrus,,,1,0,NaN
Pythia,66,61.6,3,2,0.0002
Pythiopsis,66,61.6,2,2,0.0002
Pythoceropsis,34,34,1,1,0.0057
Pythonissa,47.8,41.3,1,1,0.0016
Pyxidicula,66,56,14,8,0.0516
Qaisracetus,47.8,41.3,2,2,0.3162
Qarunycteris,38,33.9,1,0,NaN
Qatrania,33.9,28.1,3,0,NaN
Qianshanornis,61.7,58.7,1,0,NaN
Qinodiapris,55.8,48.6,1,1,0.0054
Qinornis,66,58.7,1,0,NaN
Qipania,61.7,58.7,1,0,NaN
Quadracythere,47.8,23.03,13,2,0.0345
Quadrapollenites,56,33.9,6,5,0.0042
Quadratomus,50.3,37.2,17,8,0.1802
Quadrilatera,55.8,34.3,3,0,NaN
Quadrimorphina,48.6,37.2,1,0,NaN
Quadrodens,30.8,26.3,4,4,0.0324
Quadrulicapito,55.8,48.6,1,1,0.0054
Quamtana,56,47.8,1,1,0.0022
Quedius,34,23.03,13,12,0.0042
Quercites,66,56,1,1,0.0063
Quercoidites,56,33.9,16,15,0.0055
Quercophyllum,48.6,37.2,1,0,NaN
Quercus,58,23.03,78,17,0.0078
Quercygale,47.8,33.9,9,2,0.0136
Quercyrallus,38,33.9,1,0,NaN
Quercysorex,33.9,23.03,4,0,NaN
Quereuxia,66,56,14,6,0.1425
Quettacyon,56,47.8,1,0,NaN
Quineangulicapito,55.8,48.6,1,1,0.0054
Quinkana,28.4,23.03,1,0,NaN
Quinqueloculina,66,23.03,43,0,NaN
Quinquerugatus,47.8,38,2,0,NaN
Quintacava,48.6,37.2,1,1,0.0003
Raadshoovenia,55.8,48.6,1,0,NaN
Raadshovenia,47.8,41.3,1,0,NaN
Racemiguembelina,66,61.6,7,0,NaN
Racemonocolpites,58.7,37.2,12,12,0.0093
Radiodiscus,48,42,1,0,NaN
Radix,33.9,28.4,4,0,NaN
Raeta,37.2,23.03,3,0,NaN
Raetomya,48.6,33.9,17,4,0.0785
Ragas,47.8,41.3,1,1,0.0002
Raglius,28.4,23.03,3,3,0.0009
Raiceps,47.8,41.3,1,0,NaN
Raja,55.8,23.03,14,0,NaN
Rajaurisaurus,48.6,37.2,1,0,NaN
Rakhia,48.6,37.2,1,1,0.012
Rakosia,33.9,28.4,1,0,NaN
Ramphonotus,66,56,2,0,NaN
Ramulina,37.2,33.9,2,0,NaN
Rana,47.8,23.03,2,1,0.1538
Ranellina,66,38,5,2,0.001
Rangia,47.8,41.3,1,0,NaN
Raniceps,61.6,23.03,5,1,0.0014
Ranikothalia,58.7,55.8,5,0,NaN
Ranilia,37.2,33.9,1,1,0.5
Ranina,48.6,23.03,10,0,NaN
Raninia,28.1,23.03,1,0,NaN
Raninoides,66,33.9,9,1,0.3333
Ranularia,66,61.7,2,1,0.0161
Ranunculacidites,48.6,37.2,1,1,0.0031
Ranunculus,28.1,23.03,4,0,NaN
Raoella,48.6,33.9,1,1,0.3333
Rapamys,46.2,37.2,9,2,0.0194
Rapana,61.6,23.03,16,1,0.0002
Raphictis,61.7,56.8,8,1,0.0038
Raphidia,47.8,26.26,2,2,0.0059
Raphidonema,48.6,37.2,1,0,NaN
Raphitoma,66,33.9,59,29,0.0055
Raptophasma,47.8,41.3,11,11,0.0526
Raskella,56,41.3,1,0,NaN
Raskyella,47.8,41.3,4,0,NaN
Rasnitsia,47.8,41.3,1,1,0.0385
Rasnitsynites,47.8,41.3,1,1,0.0064
Raulinia,59.2,28.1,2,1,0.0009
Raulvaccia,66,62.5,1,0,NaN
Ravenictis,66,63.3,1,0,NaN
Ravniella,61.6,59.2,9,5,0.0063
Rebeccapecten,37.2,23.03,7,1,0.0012
Rectangularca,47.8,41.3,2,0,NaN
Recticardo,66,61.6,9,8,0.0022
Recticornia,55.8,48.6,2,2,0.0108
Rectilabrum,47.8,41.3,1,0,NaN
Rectonychocella,38,28.1,2,0,NaN
Recurvaster,66,38,13,0,NaN
Recurvella,41.3,38,6,6,0.0012
Recurvoides,59.2,23.03,10,8,0.0446
Redubinotus,47.8,41.3,1,1,1
Redubitus,47.8,41.3,1,1,0.0081
Reevesiapollis,48.6,40.4,1,0,NaN
Regadrella,41.3,38,1,1,0.0717
Regnellidium,33.9,23.03,1,0,NaN
Reguantella,41.3,38,2,2,0.0703
Reichertella,37.2,33.9,1,1,0.0053
Reithroparamyine,55.8,48.6,1,1,0.004
Reithroparamys,56.8,40.4,30,0,NaN
Remesella,66,47.8,5,4,0.0148
Remiculus,59.2,56,1,0,NaN
Remingtonocetus,47.8,41.3,5,4,0.7652
Remiornis,59.2,56,2,0,NaN
Remys,41.3,33.9,5,2,0.0048
Rencunius,37.2,33.9,3,0,NaN
Reniporella,47.8,41.3,1,0,NaN
Rennensismilia,66,33.9,3,0,NaN
Reophanus,33.9,28.4,1,0,NaN
Reophax,66,38,8,0,NaN
Reproca,33.9,28.1,1,0,NaN
Republica,47.8,38,1,0,NaN
Requisia,66,62.5,1,0,NaN
Restes,61.7,46.2,5,0,NaN
Retecava,66,61.6,1,0,NaN
Reteporella,41.3,28.1,10,0,NaN
Retibrevitricolpites,55.8,37.2,9,9,0.0074
Retibrevitricolporites,55.8,37.2,26,25,0.0223
Reticulataepollis,48.6,37.2,1,0,NaN
Reticulitermes,47.8,26.26,20,12,0.0294
Reticulofenestra,47.8,33.9,10,0,NaN
Reticuloidosporites,66,56,3,0,NaN
Reticulophragmoides,59.2,47.8,12,12,0.0619
Retidiporites,58.7,55.8,8,8,0.0245
Retimonocolpites,48.6,37.2,4,0,NaN
Retinomastixia,28.1,23.03,1,0,NaN
Retipirula,66,56,1,0,NaN
Retipollenites,58.7,37.2,3,2,0.0193
Retistaphanocolpites,58.7,55.8,1,1,0.0085
Retistephanocolpites,58.7,37.2,17,17,0.009
Retistephanocolporites,55.8,37.2,12,12,0.0103
Retistephanoporites,48.6,37.2,18,18,0.0181
Retisyncolporites,55.8,37.2,5,5,0.0051
Retitrescolpites,58.7,37.2,35,35,0.01
Retitricolpites,48.6,37.2,2,0,NaN
Retitricolporites,48.6,37.2,2,0,NaN
Retitricolporoides,48.6,37.2,2,0,NaN
Retitriletes,48.6,37.2,2,2,0.0073
Retitriporites,58.7,37.2,7,7,0.0065
Retriporites,48.6,37.2,1,1,0.0097
Retrocypoda,38,33.9,1,0,NaN
Retusa,66,28.4,229,173,0.011
Reussella,47.8,23.03,6,0,NaN
Reussia,33.9,28.1,9,0,NaN
Reussicoenia,66,56,1,0,NaN
Reussicythere,33.9,23.03,3,3,0.0304
Reussiphyllon,48.6,37.2,2,2,0.0101
Reussopsammia,28.1,23.03,1,0,NaN
Reymentella,61.6,61.6,1,1,0.0145
Rhabdamina,66,61.6,1,0,NaN
Rhabdepyris,56,41.3,3,3,0.0004
Rhabdocidaris,55.8,33.9,5,1,0.0128
Rhabdoglyptus,47.8,41.3,3,3,0.0039
Rhabdognathus,66,56,8,0,NaN
Rhabdolithis,48.6,37.2,1,0,NaN
Rhabdomastix,47.8,23.03,34,34,0.0047
Rhabdophyllia,38,23.03,7,0,NaN
Rhabdopitaria,47.8,38,8,2,0.0031
Rhabdosaurus,56,47.8,1,0,NaN
Rhabdosphaera,47.8,33.9,4,0,NaN
Rhabdotophorus,66,56,1,0,NaN
Rhabdus,28.1,23.03,2,0,NaN
Rhachiosoma,37.2,36,2,0,NaN
Rhadinobrochus,37.2,33.9,1,1,0.0004
Rhagasostoma,66,28.1,3,0,NaN
Rhagatherium,47.8,28.1,7,0,NaN
Rhagio,47.8,23.03,19,18,0.0035
Rhagoderidea,37.2,33.9,1,1,0.0004
Rhagomicrus,47.8,41.3,1,1,0.019
Rhaibodus,38,33.9,1,0,NaN
Rhamnidium,52.22,37.2,15,13,0.0264
Rhamnites,66,33.9,13,11,0.0188
Rhamnospermum,56,33.9,8,0,NaN
Rhamnus,66,28.1,26,4,0.0084
Rhamphomyia,47.8,23.03,38,35,0.0009
Rhamphostomella,55.8,48.6,1,0,NaN
Rhaphitoma,47.8,41.3,1,0,NaN
Rhapidionina,47.8,41.3,1,0,NaN
Rhapydionina,55.8,41.3,2,0,NaN
Rhechias,66,59.2,5,5,0.0086
Rhegmoclemina,47.8,41.3,1,1,0.0001
Rhenotrochus,33.9,28.1,3,0,NaN
Rheosmittia,56,41.3,2,2,0.0224
Rheotanytarsus,47.8,41.3,1,1,0.3333
Rhepocoris,37.2,33.9,6,6,0.0041
Rhetechelys,59.2,56,1,0,NaN
Rhincodon,28.1,23.03,1,0,NaN
Rhineaster,66,61.7,1,0,NaN
Rhineura,50.3,33.3,4,0,NaN
Rhingia,37.2,33.9,1,1,0.0004
Rhingiopsis,37.2,33.9,1,1,0.013
Rhinobatos,66,28.4,34,2,0.0723
Rhinobatus,47.8,41.3,2,0,NaN
Rhinocephalus,56,47.8,1,0,NaN
Rhinocerolophiodon,47.8,41.3,15,0,NaN
Rhinoclavis,66,23.03,27,2,0.0127
Rhinoclavus,41.3,38,1,0,NaN
Rhinoclemmys,50.3,37.2,3,0,NaN
Rhinocoris,28.4,23.03,1,1,0.0009
Rhinohelaeites,47.8,41.3,1,1,0.0157
Rhinolophus,38,33.9,7,0,NaN
Rhinophrynus,37.2,33.9,1,1,0.2678
Rhinoptera,56.8,23.03,27,1,0.0029
Rhinotitan,41.3,33.9,8,1,0.5
Rhipidia,47.8,34,2,2,0.0046
Rhipidothripoides,47.8,41.3,2,2,0.0002
Rhipidoxylomyia,47.8,41.3,1,1,0.0385
Rhithrogena,47.8,41.3,3,3,0.0203
Rhizammina,66,61.6,2,0,NaN
Rhizangia,66,23.03,20,0,NaN
Rhizocrinus,66,56,2,0,NaN
Rhizomyia,47.8,41.3,1,1,0.0011
Rhizophora,33.9,23.03,13,0,NaN
Rhizopoterion,47.8,38,10,4,0.2875
Rhizoprionodon,47.8,23.03,19,1,0.0001
Rhizoquadrangulus,33.9,28.4,1,0,NaN
Rhizorus,48.6,38,25,8,0.003
Rhizosolenia,66,56,19,7,0.0596
Rhizospalax,28.4,23.03,4,0,NaN
Rhizothyris,27.3,25.2,5,5,0.085
Rhnchobatus,47.8,41.3,1,0,NaN
Rhodanomys,28.4,23.03,8,0,NaN
Rhodites,34,34,1,1,0.0063
Rhododendroideae,38,33.9,1,0,NaN
Rhododendron,33.9,28.1,1,1,0.0187
